,survey_id,pack_type,total packs owned,number free,Percent Free,Purchased
32779,8473,Expansion Packs,13,0,0.0,13
32780,8473,Game Packs,4,1,0.25,3
32781,8473,Kits,11,3,0.2727272727272727,8
32782,8473,Stuff Packs,10,4,0.4,6
32783,8474,Expansion Packs,14,0,0.0,14
32784,8474,Game Packs,11,0,0.0,11
32785,8474,Kits,5,3,0.6,2
32786,8474,Stuff Packs,18,2,0.1111111111111111,16
32787,8475,Expansion Packs,13,0,0.0,13
32788,8475,Game Packs,9,1,0.1111111111111111,8
32789,8475,Kits,4,1,0.25,3
32790,8475,Stuff Packs,14,3,0.21428571428571427,11
32791,8476,Expansion Packs,11,0,0.0,11
32792,8476,Game Packs,3,1,0.3333333333333333,2
32793,8476,Stuff Packs,8,4,0.5,4
32794,8477,Expansion Packs,15,0,0.0,15
32795,8477,Game Packs,11,0,0.0,11
32796,8477,Kits,17,2,0.11764705882352941,15
32797,8477,Stuff Packs,20,0,0.0,20
32798,8478,Expansion Packs,16,0,0.0,16
32799,8478,Game Packs,11,0,0.0,11
32800,8478,Kits,17,1,0.058823529411764705,16
32801,8478,Stuff Packs,20,0,0.0,20
32802,8479,Expansion Packs,8,0,0.0,8
32803,8479,Game Packs,4,1,0.25,3
32804,8479,Kits,2,1,0.5,1
32805,8479,Stuff Packs,5,1,0.2,4
32806,8480,Expansion Packs,16,0,0.0,16
32807,8480,Game Packs,12,0,0.0,12
32808,8480,Kits,18,0,0.0,18
32809,8480,Stuff Packs,20,0,0.0,20
32810,8481,Expansion Packs,16,0,0.0,16
32811,8481,Game Packs,12,0,0.0,12
32812,8481,Kits,14,1,0.07142857142857142,13
32813,8481,Stuff Packs,20,0,0.0,20
32814,8482,Expansion Packs,8,0,0.0,8
32815,8482,Game Packs,4,0,0.0,4
32816,8482,Kits,4,1,0.25,3
32817,8482,Stuff Packs,4,0,0.0,4
32818,8483,Expansion Packs,16,0,0.0,16
32819,8483,Game Packs,12,0,0.0,12
32820,8483,Kits,16,1,0.0625,15
32821,8483,Stuff Packs,20,0,0.0,20
32822,8484,Expansion Packs,16,0,0.0,16
32823,8484,Game Packs,6,0,0.0,6
32824,8484,Kits,7,2,0.2857142857142857,5
32825,8484,Stuff Packs,11,3,0.2727272727272727,8
32826,8485,Expansion Packs,15,0,0.0,15
32827,8485,Game Packs,11,1,0.09090909090909091,10
32828,8485,Kits,11,2,0.18181818181818182,9
32829,8485,Stuff Packs,20,1,0.05,19
32830,8486,Kits,1,1,1.0,0
32831,8486,Stuff Packs,1,1,1.0,0
32832,8487,Expansion Packs,13,0,0.0,13
32833,8487,Game Packs,7,0,0.0,7
32834,8487,Kits,5,1,0.2,4
32835,8487,Stuff Packs,14,1,0.07142857142857142,13
32836,8488,Expansion Packs,7,0,0.0,7
32837,8488,Game Packs,4,0,0.0,4
32838,8488,Kits,1,1,1.0,0
32839,8488,Stuff Packs,2,1,0.5,1
32840,8489,Expansion Packs,1,1,1.0,0
32841,8489,Stuff Packs,1,0,0.0,1
32842,8490,Expansion Packs,16,0,0.0,16
32843,8490,Game Packs,11,0,0.0,11
32844,8490,Kits,9,1,0.1111111111111111,8
32845,8490,Stuff Packs,11,2,0.18181818181818182,9
32846,8491,Expansion Packs,1,0,0.0,1
32847,8491,Kits,2,0,0.0,2
32848,8491,Stuff Packs,4,2,0.5,2
32849,8492,Expansion Packs,3,0,0.0,3
32850,8492,Game Packs,2,0,0.0,2
32851,8492,Stuff Packs,3,0,0.0,3
32852,8493,Expansion Packs,15,0,0.0,15
32853,8493,Game Packs,12,0,0.0,12
32854,8493,Kits,16,1,0.0625,15
32855,8493,Stuff Packs,20,0,0.0,20
32856,8494,Expansion Packs,16,0,0.0,16
32857,8494,Game Packs,12,2,0.16666666666666666,10
32858,8494,Kits,25,2,0.08,23
32859,8494,Stuff Packs,17,2,0.11764705882352941,15
32860,8495,Expansion Packs,6,0,0.0,6
32861,8495,Game Packs,5,0,0.0,5
32862,8495,Kits,1,1,1.0,0
32863,8495,Stuff Packs,2,0,0.0,2
32864,8496,Kits,1,0,0.0,1
32865,8497,Expansion Packs,16,0,0.0,16
32866,8497,Game Packs,9,0,0.0,9
32867,8497,Kits,24,1,0.041666666666666664,23
32868,8497,Stuff Packs,15,0,0.0,15
32869,8498,Expansion Packs,12,0,0.0,12
32870,8498,Game Packs,8,0,0.0,8
32871,8498,Kits,5,1,0.2,4
32872,8498,Stuff Packs,13,2,0.15384615384615385,11
32873,8499,Expansion Packs,16,0,0.0,16
32874,8499,Game Packs,10,0,0.0,10
32875,8499,Kits,12,1,0.08333333333333333,11
32876,8499,Stuff Packs,13,2,0.15384615384615385,11
32877,8500,Expansion Packs,7,0,0.0,7
32878,8500,Game Packs,4,0,0.0,4
32879,8500,Kits,4,1,0.25,3
32880,8500,Stuff Packs,10,3,0.3,7
32881,8501,Expansion Packs,16,0,0.0,16
32882,8501,Game Packs,7,0,0.0,7
32883,8501,Kits,10,1,0.1,9
32884,8501,Stuff Packs,11,1,0.09090909090909091,10
32885,8502,Expansion Packs,10,0,0.0,10
32886,8502,Game Packs,7,0,0.0,7
32887,8502,Kits,9,0,0.0,9
32888,8502,Stuff Packs,12,0,0.0,12
32889,8503,Expansion Packs,16,0,0.0,16
32890,8503,Game Packs,8,0,0.0,8
32891,8503,Kits,2,2,1.0,0
32892,8503,Stuff Packs,13,1,0.07692307692307693,12
32893,8504,Expansion Packs,10,0,0.0,10
32894,8504,Game Packs,7,0,0.0,7
32895,8504,Stuff Packs,6,0,0.0,6
32896,8505,Expansion Packs,5,0,0.0,5
32897,8505,Game Packs,1,0,0.0,1
32898,8505,Kits,3,1,0.3333333333333333,2
32899,8505,Stuff Packs,1,0,0.0,1
32900,8506,Expansion Packs,7,0,0.0,7
32901,8506,Game Packs,3,1,0.3333333333333333,2
32902,8506,Kits,2,2,1.0,0
32903,8506,Stuff Packs,5,4,0.8,1
32904,8507,Expansion Packs,10,0,0.0,10
32905,8507,Game Packs,6,0,0.0,6
32906,8507,Kits,3,2,0.6666666666666666,1
32907,8507,Stuff Packs,10,2,0.2,8
32908,8508,Expansion Packs,16,0,0.0,16
32909,8508,Game Packs,12,0,0.0,12
32910,8508,Kits,33,0,0.0,33
32911,8508,Stuff Packs,20,0,0.0,20
32912,8509,Expansion Packs,3,0,0.0,3
32913,8509,Game Packs,1,0,0.0,1
32914,8509,Stuff Packs,5,3,0.6,2
32915,8510,Expansion Packs,14,0,0.0,14
32916,8510,Game Packs,3,0,0.0,3
32917,8510,Kits,15,1,0.06666666666666667,14
32918,8510,Stuff Packs,7,0,0.0,7
32919,8511,Expansion Packs,15,0,0.0,15
32920,8511,Game Packs,9,0,0.0,9
32921,8511,Kits,7,1,0.14285714285714285,6
32922,8511,Stuff Packs,12,0,0.0,12
32923,8512,Expansion Packs,11,0,0.0,11
32924,8512,Game Packs,6,0,0.0,6
32925,8512,Kits,1,1,1.0,0
32926,8512,Stuff Packs,10,0,0.0,10
32927,8513,Expansion Packs,2,0,0.0,2
32928,8513,Game Packs,1,0,0.0,1
32929,8513,Kits,2,1,0.5,1
32930,8513,Stuff Packs,3,0,0.0,3
32931,8514,Expansion Packs,2,0,0.0,2
32932,8514,Game Packs,1,0,0.0,1
32933,8514,Kits,1,0,0.0,1
32934,8514,Stuff Packs,2,0,0.0,2
32935,8515,Expansion Packs,10,0,0.0,10
32936,8515,Game Packs,2,0,0.0,2
32937,8515,Stuff Packs,1,0,0.0,1
32938,8516,Expansion Packs,15,0,0.0,15
32939,8516,Game Packs,11,0,0.0,11
32940,8516,Kits,14,1,0.07142857142857142,13
32941,8516,Stuff Packs,18,0,0.0,18
32942,8517,Expansion Packs,9,0,0.0,9
32943,8517,Game Packs,4,0,0.0,4
32944,8517,Kits,2,2,1.0,0
32945,8517,Stuff Packs,7,2,0.2857142857142857,5
32946,8518,Expansion Packs,9,2,0.2222222222222222,7
32947,8518,Game Packs,6,2,0.3333333333333333,4
32948,8518,Kits,2,0,0.0,2
32949,8518,Stuff Packs,3,0,0.0,3
32950,8519,Expansion Packs,14,0,0.0,14
32951,8519,Game Packs,8,0,0.0,8
32952,8519,Kits,2,2,1.0,0
32953,8519,Stuff Packs,15,1,0.06666666666666667,14
32954,8520,Expansion Packs,13,0,0.0,13
32955,8520,Game Packs,6,0,0.0,6
32956,8520,Kits,2,1,0.5,1
32957,8520,Stuff Packs,13,2,0.15384615384615385,11
32958,8521,Expansion Packs,15,0,0.0,15
32959,8521,Game Packs,9,0,0.0,9
32960,8521,Kits,15,0,0.0,15
32961,8521,Stuff Packs,11,0,0.0,11
32962,8522,Expansion Packs,8,0,0.0,8
32963,8522,Game Packs,2,0,0.0,2
32964,8522,Kits,5,0,0.0,5
32965,8522,Stuff Packs,8,2,0.25,6
32966,8523,Expansion Packs,16,0,0.0,16
32967,8523,Game Packs,12,0,0.0,12
32968,8523,Kits,25,1,0.04,24
32969,8523,Stuff Packs,20,0,0.0,20
32970,8524,Expansion Packs,2,1,0.5,1
32971,8524,Kits,1,0,0.0,1
32972,8524,Stuff Packs,3,2,0.6666666666666666,1
32973,8525,Expansion Packs,11,0,0.0,11
32974,8525,Game Packs,10,0,0.0,10
32975,8525,Stuff Packs,14,0,0.0,14
32976,8526,Expansion Packs,16,0,0.0,16
32977,8526,Game Packs,10,0,0.0,10
32978,8526,Kits,4,1,0.25,3
32979,8526,Stuff Packs,11,3,0.2727272727272727,8
32980,8527,Expansion Packs,10,0,0.0,10
32981,8527,Game Packs,2,1,0.5,1
32982,8527,Kits,4,1,0.25,3
32983,8527,Stuff Packs,5,2,0.4,3
32984,8528,Expansion Packs,13,0,0.0,13
32985,8528,Game Packs,7,0,0.0,7
32986,8528,Kits,10,1,0.1,9
32987,8528,Stuff Packs,14,2,0.14285714285714285,12
32988,8529,Expansion Packs,11,0,0.0,11
32989,8529,Game Packs,5,0,0.0,5
32990,8529,Kits,2,1,0.5,1
32991,8529,Stuff Packs,7,1,0.14285714285714285,6
32992,8530,Expansion Packs,6,0,0.0,6
32993,8530,Game Packs,3,0,0.0,3
32994,8530,Stuff Packs,5,0,0.0,5
32995,8531,Expansion Packs,15,0,0.0,15
32996,8531,Game Packs,9,0,0.0,9
32997,8531,Kits,2,0,0.0,2
32998,8531,Stuff Packs,9,0,0.0,9
32999,8532,Expansion Packs,9,0,0.0,9
33000,8532,Game Packs,5,0,0.0,5
33001,8532,Kits,2,2,1.0,0
33002,8532,Stuff Packs,7,2,0.2857142857142857,5
33003,8533,Expansion Packs,14,1,0.07142857142857142,13
33004,8533,Game Packs,6,1,0.16666666666666666,5
33005,8533,Kits,1,0,0.0,1
33006,8533,Stuff Packs,5,1,0.2,4
33007,8534,Expansion Packs,10,0,0.0,10
33008,8534,Game Packs,4,1,0.25,3
33009,8534,Kits,30,1,0.03333333333333333,29
33010,8534,Stuff Packs,17,0,0.0,17
33011,8535,Expansion Packs,8,0,0.0,8
33012,8535,Game Packs,4,2,0.5,2
33013,8535,Kits,1,1,1.0,0
33014,8535,Stuff Packs,9,3,0.3333333333333333,6
33015,8536,Expansion Packs,10,0,0.0,10
33016,8536,Game Packs,6,0,0.0,6
33017,8536,Stuff Packs,7,4,0.5714285714285714,3
33018,8537,Expansion Packs,9,0,0.0,9
33019,8537,Game Packs,5,0,0.0,5
33020,8537,Kits,9,0,0.0,9
33021,8537,Stuff Packs,13,0,0.0,13
33022,8538,Expansion Packs,14,0,0.0,14
33023,8538,Game Packs,6,0,0.0,6
33024,8538,Kits,13,1,0.07692307692307693,12
33025,8538,Stuff Packs,10,0,0.0,10
33026,8539,Expansion Packs,16,0,0.0,16
33027,8539,Game Packs,11,0,0.0,11
33028,8539,Kits,33,1,0.030303030303030304,32
33029,8539,Stuff Packs,20,0,0.0,20
33030,8540,Expansion Packs,15,0,0.0,15
33031,8540,Game Packs,6,0,0.0,6
33032,8540,Kits,7,0,0.0,7
33033,8540,Stuff Packs,17,0,0.0,17
33034,8541,Expansion Packs,14,0,0.0,14
33035,8541,Game Packs,11,0,0.0,11
33036,8541,Kits,2,1,0.5,1
33037,8541,Stuff Packs,10,1,0.1,9
33038,8542,Expansion Packs,16,0,0.0,16
33039,8542,Game Packs,10,0,0.0,10
33040,8542,Kits,12,2,0.16666666666666666,10
33041,8542,Stuff Packs,15,2,0.13333333333333333,13
33042,8543,Expansion Packs,16,0,0.0,16
33043,8543,Game Packs,11,0,0.0,11
33044,8543,Kits,25,0,0.0,25
33045,8543,Stuff Packs,20,1,0.05,19
33046,8544,Expansion Packs,16,0,0.0,16
33047,8544,Game Packs,11,0,0.0,11
33048,8544,Kits,3,1,0.3333333333333333,2
33049,8544,Stuff Packs,17,1,0.058823529411764705,16
33050,8545,Expansion Packs,15,0,0.0,15
33051,8545,Game Packs,4,0,0.0,4
33052,8545,Kits,2,2,1.0,0
33053,8545,Stuff Packs,13,1,0.07692307692307693,12
33054,8546,Expansion Packs,6,0,0.0,6
33055,8546,Game Packs,4,1,0.25,3
33056,8546,Kits,7,3,0.42857142857142855,4
33057,8546,Stuff Packs,9,4,0.4444444444444444,5
33058,8547,Expansion Packs,16,0,0.0,16
33059,8547,Game Packs,12,0,0.0,12
33060,8547,Kits,25,1,0.04,24
33061,8547,Stuff Packs,20,0,0.0,20
33062,8548,Expansion Packs,15,0,0.0,15
33063,8548,Game Packs,11,0,0.0,11
33064,8548,Kits,15,1,0.06666666666666667,14
33065,8548,Stuff Packs,19,0,0.0,19
33066,8549,Expansion Packs,16,0,0.0,16
33067,8549,Game Packs,12,0,0.0,12
33068,8549,Kits,33,0,0.0,33
33069,8549,Stuff Packs,20,0,0.0,20
33070,8550,Expansion Packs,15,0,0.0,15
33071,8550,Game Packs,11,0,0.0,11
33072,8550,Kits,9,1,0.1111111111111111,8
33073,8550,Stuff Packs,19,0,0.0,19
33074,8551,Expansion Packs,16,0,0.0,16
33075,8551,Game Packs,12,0,0.0,12
33076,8551,Kits,14,2,0.14285714285714285,12
33077,8551,Stuff Packs,20,0,0.0,20
33078,8552,Expansion Packs,16,0,0.0,16
33079,8552,Game Packs,4,0,0.0,4
33080,8552,Kits,7,1,0.14285714285714285,6
33081,8552,Stuff Packs,11,2,0.18181818181818182,9
33082,8553,Expansion Packs,16,0,0.0,16
33083,8553,Game Packs,12,0,0.0,12
33084,8553,Kits,33,0,0.0,33
33085,8553,Stuff Packs,20,0,0.0,20
33086,8554,Expansion Packs,12,0,0.0,12
33087,8554,Game Packs,5,0,0.0,5
33088,8554,Kits,13,1,0.07692307692307693,12
33089,8554,Stuff Packs,14,1,0.07142857142857142,13
33090,8555,Expansion Packs,10,0,0.0,10
33091,8555,Game Packs,9,0,0.0,9
33092,8555,Kits,3,3,1.0,0
33093,8555,Stuff Packs,12,4,0.3333333333333333,8
33094,8556,Expansion Packs,16,0,0.0,16
33095,8556,Game Packs,12,0,0.0,12
33096,8556,Kits,25,0,0.0,25
33097,8556,Stuff Packs,20,0,0.0,20
33098,8557,Expansion Packs,5,0,0.0,5
33099,8557,Game Packs,2,1,0.5,1
33100,8557,Kits,2,1,0.5,1
33101,8557,Stuff Packs,5,3,0.6,2
33102,8558,Expansion Packs,15,0,0.0,15
33103,8558,Game Packs,8,1,0.125,7
33104,8558,Kits,7,0,0.0,7
33105,8558,Stuff Packs,5,1,0.2,4
33106,8559,Expansion Packs,10,0,0.0,10
33107,8559,Game Packs,5,0,0.0,5
33108,8559,Kits,6,0,0.0,6
33109,8559,Stuff Packs,11,1,0.09090909090909091,10
33110,8560,Expansion Packs,16,0,0.0,16
33111,8560,Game Packs,11,0,0.0,11
33112,8560,Kits,20,0,0.0,20
33113,8560,Stuff Packs,17,0,0.0,17
33114,8561,Expansion Packs,16,1,0.0625,15
33115,8561,Game Packs,10,0,0.0,10
33116,8561,Kits,33,1,0.030303030303030304,32
33117,8561,Stuff Packs,19,0,0.0,19
33118,8562,Expansion Packs,2,0,0.0,2
33119,8562,Kits,1,1,1.0,0
33120,8562,Stuff Packs,1,0,0.0,1
33121,8563,Expansion Packs,16,0,0.0,16
33122,8563,Game Packs,11,0,0.0,11
33123,8563,Kits,2,1,0.5,1
33124,8563,Stuff Packs,17,0,0.0,17
33125,8564,Expansion Packs,16,0,0.0,16
33126,8564,Game Packs,11,0,0.0,11
33127,8564,Kits,1,0,0.0,1
33128,8564,Stuff Packs,12,2,0.16666666666666666,10
33129,8565,Expansion Packs,7,4,0.5714285714285714,3
33130,8565,Game Packs,6,4,0.6666666666666666,2
33131,8565,Kits,10,10,1.0,0
33132,8565,Stuff Packs,17,13,0.7647058823529411,4
33133,8566,Expansion Packs,13,0,0.0,13
33134,8566,Game Packs,8,0,0.0,8
33135,8566,Kits,6,1,0.16666666666666666,5
33136,8566,Stuff Packs,13,1,0.07692307692307693,12
33137,8567,Expansion Packs,14,0,0.0,14
33138,8567,Game Packs,3,0,0.0,3
33139,8567,Kits,3,1,0.3333333333333333,2
33140,8567,Stuff Packs,6,3,0.5,3
33141,8568,Kits,2,2,1.0,0
33142,8568,Stuff Packs,3,3,1.0,0
33143,8569,Expansion Packs,7,0,0.0,7
33144,8569,Game Packs,2,0,0.0,2
33145,8569,Kits,1,1,1.0,0
33146,8569,Stuff Packs,5,2,0.4,3
33147,8570,Expansion Packs,16,0,0.0,16
33148,8570,Game Packs,12,0,0.0,12
33149,8570,Kits,8,1,0.125,7
33150,8570,Stuff Packs,19,1,0.05263157894736842,18
33151,8571,Expansion Packs,11,0,0.0,11
33152,8571,Game Packs,6,0,0.0,6
33153,8571,Kits,7,1,0.14285714285714285,6
33154,8571,Stuff Packs,8,2,0.25,6
33155,8572,Expansion Packs,16,0,0.0,16
33156,8572,Game Packs,11,0,0.0,11
33157,8572,Kits,4,0,0.0,4
33158,8572,Stuff Packs,15,0,0.0,15
33159,8573,Expansion Packs,15,0,0.0,15
33160,8573,Game Packs,12,0,0.0,12
33161,8573,Kits,16,0,0.0,16
33162,8573,Stuff Packs,17,0,0.0,17
33163,8574,Expansion Packs,16,0,0.0,16
33164,8574,Game Packs,9,0,0.0,9
33165,8574,Kits,10,1,0.1,9
33166,8574,Stuff Packs,16,3,0.1875,13
33167,8575,Expansion Packs,12,0,0.0,12
33168,8575,Game Packs,8,0,0.0,8
33169,8575,Kits,6,1,0.16666666666666666,5
33170,8575,Stuff Packs,11,2,0.18181818181818182,9
33171,8576,Expansion Packs,16,0,0.0,16
33172,8576,Game Packs,8,1,0.125,7
33173,8576,Kits,26,1,0.038461538461538464,25
33174,8576,Stuff Packs,19,2,0.10526315789473684,17
33175,8577,Expansion Packs,10,0,0.0,10
33176,8577,Game Packs,3,0,0.0,3
33177,8577,Kits,3,1,0.3333333333333333,2
33178,8577,Stuff Packs,7,2,0.2857142857142857,5
33179,8578,Expansion Packs,16,0,0.0,16
33180,8578,Game Packs,7,0,0.0,7
33181,8578,Kits,5,0,0.0,5
33182,8578,Stuff Packs,12,4,0.3333333333333333,8
33183,8579,Expansion Packs,16,0,0.0,16
33184,8579,Game Packs,12,0,0.0,12
33185,8579,Kits,33,1,0.030303030303030304,32
33186,8579,Stuff Packs,20,0,0.0,20
33187,8580,Expansion Packs,7,0,0.0,7
33188,8580,Game Packs,6,1,0.16666666666666666,5
33189,8580,Kits,6,2,0.3333333333333333,4
33190,8580,Stuff Packs,9,4,0.4444444444444444,5
33191,8581,Expansion Packs,14,0,0.0,14
33192,8581,Game Packs,12,0,0.0,12
33193,8581,Kits,8,2,0.25,6
33194,8581,Stuff Packs,14,0,0.0,14
33195,8582,Expansion Packs,16,0,0.0,16
33196,8582,Game Packs,12,1,0.08333333333333333,11
33197,8582,Kits,15,1,0.06666666666666667,14
33198,8582,Stuff Packs,20,0,0.0,20
33199,8583,Expansion Packs,14,0,0.0,14
33200,8583,Game Packs,2,0,0.0,2
33201,8583,Kits,1,1,1.0,0
33202,8583,Stuff Packs,6,3,0.5,3
33203,8584,Expansion Packs,12,0,0.0,12
33204,8584,Game Packs,6,0,0.0,6
33205,8584,Stuff Packs,6,0,0.0,6
33206,8585,Expansion Packs,16,0,0.0,16
33207,8585,Game Packs,11,0,0.0,11
33208,8585,Kits,7,1,0.14285714285714285,6
33209,8585,Stuff Packs,14,2,0.14285714285714285,12
33210,8586,Expansion Packs,14,0,0.0,14
33211,8586,Game Packs,11,0,0.0,11
33212,8586,Kits,10,0,0.0,10
33213,8586,Stuff Packs,9,0,0.0,9
33214,8587,Expansion Packs,16,0,0.0,16
33215,8587,Game Packs,12,0,0.0,12
33216,8587,Kits,33,0,0.0,33
33217,8587,Stuff Packs,20,0,0.0,20
33218,8588,Expansion Packs,16,0,0.0,16
33219,8588,Game Packs,10,0,0.0,10
33220,8588,Kits,20,0,0.0,20
33221,8588,Stuff Packs,20,1,0.05,19
33222,8589,Expansion Packs,15,0,0.0,15
33223,8589,Game Packs,12,0,0.0,12
33224,8589,Kits,9,0,0.0,9
33225,8589,Stuff Packs,17,0,0.0,17
33226,8590,Expansion Packs,14,0,0.0,14
33227,8590,Game Packs,8,0,0.0,8
33228,8590,Kits,9,2,0.2222222222222222,7
33229,8590,Stuff Packs,13,1,0.07692307692307693,12
33230,8591,Expansion Packs,16,0,0.0,16
33231,8591,Game Packs,11,0,0.0,11
33232,8591,Kits,16,1,0.0625,15
33233,8591,Stuff Packs,20,0,0.0,20
33234,8592,Expansion Packs,11,0,0.0,11
33235,8592,Game Packs,6,0,0.0,6
33236,8592,Kits,15,2,0.13333333333333333,13
33237,8592,Stuff Packs,15,0,0.0,15
33238,8593,Expansion Packs,16,0,0.0,16
33239,8593,Game Packs,11,0,0.0,11
33240,8593,Kits,14,2,0.14285714285714285,12
33241,8593,Stuff Packs,14,3,0.21428571428571427,11
33242,8594,Expansion Packs,16,0,0.0,16
33243,8594,Game Packs,10,0,0.0,10
33244,8594,Kits,16,0,0.0,16
33245,8594,Stuff Packs,14,1,0.07142857142857142,13
33246,8595,Expansion Packs,16,0,0.0,16
33247,8595,Game Packs,12,0,0.0,12
33248,8595,Kits,33,3,0.09090909090909091,30
33249,8595,Stuff Packs,20,0,0.0,20
33250,8596,Expansion Packs,7,0,0.0,7
33251,8596,Game Packs,1,0,0.0,1
33252,8596,Stuff Packs,2,1,0.5,1
33253,8597,Expansion Packs,4,0,0.0,4
33254,8597,Game Packs,2,1,0.5,1
33255,8597,Kits,3,2,0.6666666666666666,1
33256,8597,Stuff Packs,7,3,0.42857142857142855,4
33257,8598,Expansion Packs,5,0,0.0,5
33258,8598,Game Packs,2,0,0.0,2
33259,8598,Kits,11,1,0.09090909090909091,10
33260,8598,Stuff Packs,12,3,0.25,9
33261,8599,Expansion Packs,15,0,0.0,15
33262,8599,Game Packs,7,1,0.14285714285714285,6
33263,8599,Kits,23,1,0.043478260869565216,22
33264,8599,Stuff Packs,15,3,0.2,12
33265,8600,Expansion Packs,15,0,0.0,15
33266,8600,Game Packs,9,0,0.0,9
33267,8600,Kits,5,0,0.0,5
33268,8600,Stuff Packs,17,2,0.11764705882352941,15
33269,8601,Expansion Packs,8,0,0.0,8
33270,8601,Game Packs,3,1,0.3333333333333333,2
33271,8601,Kits,2,2,1.0,0
33272,8601,Stuff Packs,5,2,0.4,3
33273,8602,Expansion Packs,16,0,0.0,16
33274,8602,Game Packs,11,0,0.0,11
33275,8602,Kits,33,0,0.0,33
33276,8602,Stuff Packs,19,0,0.0,19
33277,8603,Expansion Packs,7,0,0.0,7
33278,8603,Game Packs,3,0,0.0,3
33279,8603,Stuff Packs,4,2,0.5,2
33280,8604,Expansion Packs,6,0,0.0,6
33281,8604,Game Packs,3,1,0.3333333333333333,2
33282,8604,Kits,2,1,0.5,1
33283,8604,Stuff Packs,7,3,0.42857142857142855,4
33284,8605,Expansion Packs,14,0,0.0,14
33285,8605,Game Packs,5,0,0.0,5
33286,8605,Kits,11,0,0.0,11
33287,8605,Stuff Packs,10,2,0.2,8
33288,8606,Expansion Packs,16,0,0.0,16
33289,8606,Game Packs,9,1,0.1111111111111111,8
33290,8606,Kits,10,2,0.2,8
33291,8606,Stuff Packs,12,4,0.3333333333333333,8
33292,8607,Expansion Packs,16,16,1.0,0
33293,8607,Game Packs,12,10,0.8333333333333334,2
33294,8607,Kits,33,31,0.9393939393939394,2
33295,8607,Stuff Packs,20,16,0.8,4
33296,8608,Expansion Packs,4,0,0.0,4
33297,8608,Game Packs,2,0,0.0,2
33298,8608,Kits,1,0,0.0,1
33299,8608,Stuff Packs,2,0,0.0,2
33300,8609,Expansion Packs,15,0,0.0,15
33301,8609,Game Packs,12,0,0.0,12
33302,8609,Kits,11,1,0.09090909090909091,10
33303,8609,Stuff Packs,20,0,0.0,20
33304,8610,Expansion Packs,12,0,0.0,12
33305,8610,Game Packs,10,0,0.0,10
33306,8610,Kits,8,4,0.5,4
33307,8610,Stuff Packs,17,2,0.11764705882352941,15
33308,8611,Expansion Packs,16,0,0.0,16
33309,8611,Game Packs,12,1,0.08333333333333333,11
33310,8611,Kits,20,1,0.05,19
33311,8611,Stuff Packs,19,1,0.05263157894736842,18
33312,8612,Expansion Packs,13,0,0.0,13
33313,8612,Game Packs,10,0,0.0,10
33314,8612,Kits,3,0,0.0,3
33315,8612,Stuff Packs,8,1,0.125,7
33316,8613,Expansion Packs,16,0,0.0,16
33317,8613,Game Packs,12,0,0.0,12
33318,8613,Kits,33,2,0.06060606060606061,31
33319,8613,Stuff Packs,20,0,0.0,20
33320,8614,Expansion Packs,15,0,0.0,15
33321,8614,Game Packs,12,0,0.0,12
33322,8614,Kits,18,2,0.1111111111111111,16
33323,8614,Stuff Packs,20,0,0.0,20
33324,8615,Expansion Packs,16,0,0.0,16
33325,8615,Game Packs,12,0,0.0,12
33326,8615,Kits,33,1,0.030303030303030304,32
33327,8615,Stuff Packs,20,1,0.05,19
33328,8616,Expansion Packs,4,0,0.0,4
33329,8616,Game Packs,1,0,0.0,1
33330,8616,Kits,1,1,1.0,0
33331,8616,Stuff Packs,1,0,0.0,1
33332,8617,Expansion Packs,13,0,0.0,13
33333,8617,Game Packs,11,0,0.0,11
33334,8617,Kits,9,0,0.0,9
33335,8617,Stuff Packs,9,0,0.0,9
33336,8618,Expansion Packs,16,0,0.0,16
33337,8618,Game Packs,11,0,0.0,11
33338,8618,Kits,7,0,0.0,7
33339,8618,Stuff Packs,6,0,0.0,6
33340,8619,Expansion Packs,16,0,0.0,16
33341,8619,Game Packs,10,0,0.0,10
33342,8619,Kits,15,0,0.0,15
33343,8619,Stuff Packs,17,0,0.0,17
33344,8620,Expansion Packs,11,0,0.0,11
33345,8620,Game Packs,5,0,0.0,5
33346,8620,Kits,11,2,0.18181818181818182,9
33347,8620,Stuff Packs,8,2,0.25,6
33348,8621,Expansion Packs,16,0,0.0,16
33349,8621,Game Packs,12,0,0.0,12
33350,8621,Kits,20,1,0.05,19
33351,8621,Stuff Packs,20,1,0.05,19
33352,8622,Expansion Packs,12,0,0.0,12
33353,8622,Game Packs,9,0,0.0,9
33354,8622,Kits,2,0,0.0,2
33355,8622,Stuff Packs,13,3,0.23076923076923078,10
33356,8623,Expansion Packs,14,0,0.0,14
33357,8623,Game Packs,9,0,0.0,9
33358,8623,Kits,6,1,0.16666666666666666,5
33359,8623,Stuff Packs,18,0,0.0,18
33360,8624,Expansion Packs,15,0,0.0,15
33361,8624,Game Packs,6,1,0.16666666666666666,5
33362,8624,Kits,3,1,0.3333333333333333,2
33363,8624,Stuff Packs,6,3,0.5,3
33364,8625,Expansion Packs,8,0,0.0,8
33365,8625,Game Packs,2,0,0.0,2
33366,8625,Stuff Packs,2,0,0.0,2
33367,8626,Expansion Packs,16,0,0.0,16
33368,8626,Game Packs,12,0,0.0,12
33369,8626,Kits,33,1,0.030303030303030304,32
33370,8626,Stuff Packs,20,0,0.0,20
